anchor,positive_schema
"I am trying to review branches to inspect feature branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need the branch list to look for stale work branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository branches to look for stale work branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to review branches to look for stale work branches.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need the branch list to scan repository branch names.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository branches to scan repository branch names.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to review branches to scan repository branch names.","{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"List commits so I can review recent work on main.","{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
"Show the commit history to review recent work on main.","{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
"Fetch repository commits to review recent work on main.","{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
"List commits so I can see commits from the release branch.","{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
"Show the commit history to see commits from the release branch.","{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
